age,genre,revenu_mensuel,nombre_experiences_precedentes,annee_experience_totale,annees_dans_l_entreprise,annees_dans_le_poste_actuel,satisfaction_employee_environnement,niveau_hierarchique_poste,satisfaction_employee_nature_travail,satisfaction_employee_equipe,satisfaction_employee_equilibre_pro_perso,note_evaluation_actuelle,heure_supplementaires,augementation_salaire_precedente,nombre_participation_pee,nb_formations_suivies,distance_domicile_travail,niveau_education,frequence_deplacement,annees_depuis_la_derniere_promotion,annes_sous_responsable_actuel,departement_Consulting,departement_Ressources Humaines,statut_marital_Divorcé(e),statut_marital_Marié(e),poste_Cadre Commercial,poste_Consultant,poste_Directeur Technique,poste_Manager,poste_Représentant Commercial,poste_Ressources Humaines,poste_Senior Manager,poste_Tech Lead,domaine_etude_Entrepreunariat,domaine_etude_Infra & Cloud,domaine_etude_Marketing,domaine_etude_Ressources Humaines,domaine_etude_Transformation Digitale,mobilite_interne_ratio,ratio_anciennete,delta_evaluation
29,0,2451,6,5,1,0,3,1,3,1,2,3,0,18.0,2,2,9,3,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.1428571224489825,-1
33,0,6392,2,8,2,2,1,2,1,4,1,3,0,13.0,1,6,8,4,1,2,2,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0.99999950000025,0.49999987500003124,0
30,0,9714,1,10,10,8,2,2,1,4,3,3,0,11.0,1,4,1,3,1,6,7,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0.7999999200000081,0.9090908264462886,1
38,0,6077,3,10,6,3,3,2,3,3,3,3,0,11.0,0,2,10,4,2,1,2,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0.49999991666668053,0.6666665925926009,0
35,0,2450,1,3,3,0,4,1,1,2,3,3,0,19.0,0,3,1,3,1,1,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.0,0.7499998125000469,1
30,0,9250,3,9,4,2,3,3,2,2,3,3,0,12.0,1,3,29,4,1,1,3,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0.49999987500003124,0.57142848979593,0
35,1,2074,1,1,1,0,1,1,1,4,3,3,1,12.0,1,2,2,3,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.0,0.499999750000125,0
53,1,10169,0,34,33,7,3,3,4,2,3,3,0,16.0,1,4,2,5,1,1,9,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0.21212120569329682,0.9999999696969707,1
38,0,4855,4,7,5,2,3,2,2,1,3,3,0,11.0,2,2,2,3,1,1,4,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0.399999920000016,0.5555554938271674,0
32,0,4087,4,9,6,5,4,2,1,2,2,3,0,14.0,1,3,1,4,0,1,2,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.8333331944444675,0.599999940000006,0
48,1,2367,8,10,8,2,3,1,1,4,2,3,0,12.0,1,3,15,4,1,7,6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24999996875000394,0.4999999687500019,0
34,0,2972,1,1,1,0,1,1,4,3,1,3,0,13.0,0,4,7,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.499999750000125,0
55,0,19586,1,36,36,6,3,5,4,3,3,4,0,21.0,1,3,26,5,1,2,13,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0.16666666203703717,0.9729729466764069,2
34,0,5484,9,9,2,2,2,2,4,2,2,3,0,17.0,1,3,1,4,1,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.99999950000025,0.1818181652892577,0
26,1,2061,1,1,1,0,1,1,4,1,3,4,0,21.0,0,5,3,3,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.499999750000125,1
38,0,9924,0,10,9,8,3,2,2,4,3,3,0,11.0,1,3,14,3,1,7,7,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0.8888887901234679,0.9999998888889013,0
38,1,4198,2,8,3,2,2,2,2,2,4,3,0,12.0,0,5,16,3,1,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.6666664444445185,0.599999880000024,0
36,1,6815,6,15,1,0,2,2,3,1,3,3,0,13.0,0,5,1,4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.1428571224489825,0
29,0,4723,1,10,10,9,2,1,1,4,3,3,1,18.0,0,3,3,1,1,1,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.8999999100000091,0.9090908264462886,0
35,1,6142,3,10,5,2,1,2,3,3,3,3,1,16.0,0,4,10,4,1,0,4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.399999920000016,0.6249999218750099,0
39,0,8237,2,11,7,6,4,3,3,1,3,3,0,11.0,1,3,6,3,1,7,6,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0.857142734693895,0.7777776913580343,-1
29,0,8853,1,6,6,4,1,2,4,4,4,3,0,19.0,1,0,2,1,2,1,3,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.6666665555555741,0.857142734693895,0
50,0,19331,4,27,1,0,3,5,3,3,3,3,1,16.0,1,2,9,3,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0.0,0.199999960000008,0
23,0,2073,2,4,2,2,4,1,3,4,3,3,0,16.0,1,2,10,3,1,2,2,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.99999950000025,0.49999987500003124,-1
36,0,5562,3,9,3,2,1,2,1,4,3,3,1,13.0,1,3,6,4,2,0,2,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0.6666664444445185,0.49999991666668053,-1
42,0,19613,8,24,1,0,4,5,4,4,3,4,0,22.0,0,2,9,2,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.11111109876543349,2
35,0,3407,1,10,10,9,2,2,3,4,2,3,0,17.0,2,3,28,3,1,6,8,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0.8999999100000091,0.9090908264462886,-1
34,0,5063,1,8,8,2,4,2,3,2,2,3,0,14.0,1,3,10,4,2,7,7,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0.24999996875000394,0.8888887901234679,1
40,1,4639,1,5,5,4,4,2,1,3,3,3,0,15.0,1,2,14,2,1,1,2,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0.799999840000032,0.8333331944444675,0
43,0,4876,5,8,6,4,4,1,2,3,3,3,0,12.0,1,0,27,3,1,0,2,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.6666665555555741,0.5454544958677732,-1
35,0,2690,1,1,1,0,3,1,4,4,2,3,0,18.0,1,5,7,2,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0.0,0.499999750000125,1
46,0,17567,1,27,26,0,4,4,1,2,1,3,0,15.0,0,5,1,4,1,0,12,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0.0,0.9629629272976693,-1
28,0,2408,1,1,1,1,3,1,2,3,3,3,1,17.0,3,3,24,3,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0.9999990000010001,0.499999750000125,0
22,1,2814,1,4,4,2,2,1,3,2,2,3,1,14.0,0,2,26,2,0,1,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.49999987500003124,0.799999840000032,1
50,0,11245,2,32,30,8,2,4,3,3,3,3,1,15.0,1,3,20,5,2,12,13,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0.26666665777777804,0.937499970703126,0
32,1,3312,3,6,3,2,2,1,4,4,3,3,0,17.0,2,3,5,4,1,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6666664444445185,0.49999991666668053,-1
44,1,19049,0,23,22,7,2,5,4,4,2,3,1,14.0,1,4,7,3,1,1,10,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.3181818037190089,0.9999999545454565,0
30,0,2141,1,6,6,4,2,1,2,2,2,3,0,12.0,1,3,7,3,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.6666665555555741,0.857142734693895,1
45,1,5769,1,10,10,7,3,2,1,1,3,3,1,14.0,0,3,5,5,1,1,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.699999930000007,0.9090908264462886,2
45,0,4385,1,10,10,7,1,2,1,1,3,3,0,15.0,1,2,26,3,0,4,5,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0.699999930000007,0.9090908264462886,1
31,0,5332,7,10,5,2,4,2,1,4,3,3,0,13.0,0,3,2,4,2,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.399999920000016,0.41666663194444736,0
36,1,4663,9,7,3,2,3,2,3,2,3,3,1,12.0,2,2,12,4,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0.6666664444445185,0.2499999791666684,0
34,0,4724,1,9,9,7,3,2,4,1,3,3,0,13.0,1,3,10,4,2,7,2,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0.7777776913580343,0.8999999100000091,-1
49,1,3211,1,10,9,6,3,1,1,4,2,3,0,14.0,1,3,25,4,1,1,4,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0.6666665925926009,0.8999999100000091,0
39,0,5377,2,10,7,7,2,2,1,4,3,3,0,13.0,3,3,10,5,1,7,7,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0.9999998571428775,0.7777776913580343,0
27,0,4066,1,7,7,7,4,1,1,1,3,3,0,11.0,2,3,19,3,1,0,7,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.9999998571428775,0.8749998906250137,1
35,0,5208,1,16,16,15,2,2,1,4,3,3,0,11.0,0,2,18,5,1,1,10,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.9374999414062536,0.9411764152249167,-1
28,1,4877,0,6,5,3,2,2,1,2,2,4,0,21.0,1,5,27,3,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.599999880000024,0.99999980000004,3
21,0,3117,1,3,2,2,3,1,4,3,3,3,0,18.0,0,2,5,1,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.99999950000025,0.6666664444445185,0
18,1,1569,1,0,0,0,2,1,4,3,4,3,1,12.0,0,2,3,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.0,0.0,0
47,1,19658,3,27,5,2,4,5,3,3,3,3,0,11.0,1,2,26,4,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0.399999920000016,0.6249999218750099,0
39,0,3069,0,11,10,8,3,2,3,4,3,3,0,15.0,1,3,3,2,1,0,7,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.7999999200000081,0.99999990000001,1
40,1,10435,1,18,18,15,1,3,3,4,3,3,0,13.0,2,2,15,3,1,14,12,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0.8333332870370396,0.9473683711911383,1
35,1,4148,1,15,14,11,3,2,3,4,3,3,0,12.0,1,5,8,4,0,2,9,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0.7857142295918408,0.9333332711111153,0
37,0,5768,3,9,4,3,3,2,3,1,2,3,0,17.0,3,2,19,3,1,0,2,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0.7499998125000469,0.57142848979593,0
39,1,5042,0,10,9,2,1,2,3,4,1,3,0,13.0,0,2,4,3,2,3,8,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.22222219753086697,0.9999998888889013,0
45,1,5770,1,10,10,7,4,2,4,1,3,3,0,19.0,2,3,2,2,1,3,9,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.699999930000007,0.9090908264462886,1
38,1,7756,3,10,5,4,4,3,3,4,4,3,1,19.0,1,6,2,2,1,0,2,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0.799999840000032,0.6249999218750099,1
35,0,10306,9,15,13,12,4,3,1,3,3,3,0,17.0,0,3,10,3,1,6,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0.9230768520710114,0.590909064049588,1
37,1,3936,1,8,8,4,2,1,2,1,1,3,0,11.0,1,2,10,3,1,7,7,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.4999999375000079,0.8888887901234679,0
40,1,7945,6,18,4,2,3,3,4,4,2,3,1,15.0,0,2,16,3,1,3,3,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0.49999987500003124,0.39999996000000404,0
44,0,5743,4,14,10,7,1,2,4,3,3,3,1,11.0,0,3,1,5,2,0,2,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0.699999930000007,0.7142856632653098,0
48,0,15202,2,23,2,2,3,4,4,2,3,4,0,25.0,1,3,4,5,2,2,2,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0.99999950000025,0.49999987500003124,2
35,0,5440,6,7,2,2,1,2,4,4,2,3,1,14.0,2,2,15,2,1,2,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.99999950000025,0.24999996875000394,2
24,1,3760,1,6,6,3,1,1,4,3,3,3,1,13.0,0,2,2,1,2,1,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.49999991666668053,0.857142734693895,0
27,1,3517,7,5,3,2,2,1,3,1,3,3,0,17.0,0,0,8,3,1,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.6666664444445185,0.299999970000003,-1
27,0,2580,2,6,4,2,4,1,4,3,2,3,0,13.0,0,0,2,3,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.49999987500003124,0.6666665555555741,0
40,0,2166,3,10,4,2,1,1,1,2,1,3,1,14.0,0,3,7,3,1,0,3,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.49999987500003124,0.57142848979593,0
29,0,5869,9,8,5,2,3,2,3,3,3,3,0,11.0,0,2,10,3,1,1,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.399999920000016,0.3571428316326549,1
36,1,8008,4,9,3,2,2,3,1,3,3,3,0,12.0,2,6,5,4,1,0,2,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0.6666664444445185,0.4285713673469475,0
25,0,5206,1,7,7,7,4,2,3,3,3,3,0,17.0,2,6,2,1,2,0,7,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0.9999998571428775,0.8749998906250137,-1
39,0,5295,4,7,5,4,4,2,2,3,3,4,0,21.0,0,3,12,3,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0.799999840000032,0.5555554938271674,1
49,1,16413,3,27,4,2,1,4,2,2,3,3,0,16.0,2,2,22,4,1,1,2,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.49999987500003124,0.57142848979593,0
50,1,13269,5,19,14,11,4,3,1,3,3,3,0,15.0,3,3,17,5,1,1,11,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.7857142295918408,0.7368420664819965,1
20,1,2783,1,2,2,2,3,1,3,1,3,3,0,19.0,0,3,2,3,1,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.99999950000025,0.6666664444445185,0
34,1,5433,1,11,11,8,4,2,2,3,3,3,0,12.0,1,2,3,3,1,7,9,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.7272726611570308,0.9166665902777842,0
36,0,2013,2,15,4,3,1,1,2,3,3,3,0,11.0,0,4,7,3,1,1,3,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.7499998125000469,0.6666665555555741,0
49,1,13966,2,30,15,11,3,4,3,2,3,3,1,19.0,1,3,6,1,1,2,12,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0.7333332844444478,0.8823528892733594,1
36,1,4374,0,4,3,2,4,2,3,3,3,3,0,15.0,0,6,1,4,0,1,2,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0.6666664444445185,0.9999996666667778,1
36,0,6842,6,13,5,4,4,2,1,1,3,4,0,20.0,1,3,3,2,1,0,4,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.799999840000032,0.4545454132231443,0
54,1,17426,3,36,10,8,2,4,3,3,3,4,0,25.0,1,6,22,5,1,4,7,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0.7999999200000081,0.7692307100591762,1
43,0,17603,1,14,14,10,3,4,3,1,3,4,0,24.0,1,3,15,2,1,6,11,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0.7142856632653098,0.9333332711111153,2
35,0,4581,3,13,11,9,4,2,4,1,4,4,1,24.0,0,2,12,4,2,6,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.8181817438016598,0.7857142295918408,1
38,0,4735,7,19,13,11,4,2,4,4,4,3,0,15.0,2,4,1,3,2,2,9,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.8461537810650938,0.6499999675000016,0
29,0,4187,1,10,10,0,1,2,2,2,2,3,1,13.0,1,3,5,3,1,0,9,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.9090908264462886,1
33,0,5505,1,6,6,2,4,2,4,3,3,3,0,14.0,2,5,2,4,1,0,4,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.33333327777778704,0.857142734693895,0
32,0,5470,0,10,9,5,4,2,2,3,2,3,0,13.0,2,4,2,3,1,1,6,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5555554938271674,0.9999998888889013,0
31,1,5476,1,10,10,0,1,2,4,1,3,3,0,11.0,2,2,5,4,1,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.9090908264462886,0
49,1,2587,4,17,2,2,4,1,1,2,2,3,1,16.0,1,2,16,3,1,2,2,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.99999950000025,0.33333327777778704,0
38,1,2440,1,4,4,3,4,1,2,2,3,4,0,22.0,0,3,2,3,2,3,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.7499998125000469,0.799999840000032,2
47,1,15972,6,29,3,2,2,4,2,3,3,3,0,14.0,3,2,2,4,1,1,2,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0.6666664444445185,0.33333329629630043,-1
49,0,15379,4,23,8,7,3,4,3,1,3,3,0,14.0,0,2,1,3,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0.8749998906250137,0.6666666111111158,0
41,0,7082,3,21,2,0,4,3,3,4,3,3,1,16.0,0,2,23,2,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.399999920000016,0
20,0,2728,1,2,2,2,4,1,1,1,3,3,0,11.0,0,3,9,1,1,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.99999950000025,0.6666664444445185,0
33,1,5368,1,7,6,5,3,2,4,3,3,4,1,25.0,1,2,16,3,0,1,2,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.8333331944444675,0.857142734693895,1
36,0,5347,6,10,3,2,1,2,3,2,2,3,0,14.0,2,2,26,4,1,0,2,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0.6666664444445185,0.33333329629630043,0
44,1,3195,4,8,2,2,3,1,4,1,3,3,1,18.0,3,2,1,3,1,2,2,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0.99999950000025,0.33333327777778704,0
23,0,3989,1,5,5,4,4,1,3,1,3,3,1,11.0,0,2,8,1,1,1,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.799999840000032,0.8333331944444675,1
38,1,3306,7,7,0,0,4,1,3,4,2,3,0,19.0,1,5,4,2,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0
53,0,7005,3,11,4,3,2,3,4,3,3,3,0,15.0,0,2,24,4,1,1,2,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0.7499998125000469,0.57142848979593,-1
48,1,2655,2,19,9,7,4,1,3,3,3,3,1,11.0,2,3,7,2,2,7,7,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0.7777776913580343,0.8181817438016598,0
32,0,1393,1,1,1,0,4,1,2,1,3,3,0,12.0,0,2,2,4,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.0,0.499999750000125,0
26,0,2570,1,7,7,7,4,1,4,3,3,4,0,20.0,0,5,7,3,0,5,7,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.9999998571428775,0.8749998906250137,1
55,0,3537,5,8,4,2,1,1,2,4,3,3,0,12.0,1,1,22,3,1,1,2,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.49999987500003124,0.44444439506173394,1
34,0,3986,1,15,15,10,2,2,4,3,4,3,0,14.0,1,3,5,2,1,4,13,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0.6666666222222252,0.9374999414062536,1
60,0,10883,3,19,1,0,3,3,4,3,4,4,0,20.0,1,2,1,4,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.0,0.24999993750001562,3
33,0,2028,1,14,14,11,2,1,2,4,3,3,0,18.0,3,6,21,3,1,2,13,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0.7857142295918408,0.9333332711111153,-1
37,0,9525,1,6,6,3,3,2,4,3,2,3,0,14.0,2,2,1,4,2,1,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.49999991666668053,0.857142734693895,2
34,1,2929,1,10,10,9,2,1,4,2,3,3,0,12.0,0,3,19,3,1,8,7,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.8999999100000091,0.9090908264462886,1
23,0,2275,1,3,3,2,3,1,4,2,3,4,1,21.0,1,2,7,3,1,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.6666664444445185,0.7499998125000469,1
44,1,7879,1,9,8,7,3,3,4,2,3,3,1,19.0,1,2,2,3,1,6,7,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0.8749998906250137,0.8888887901234679,-1
35,0,4930,0,6,5,4,1,1,4,3,4,3,1,14.0,0,2,2,4,2,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.799999840000032,0.99999980000004,1
43,0,7847,1,10,10,9,4,2,4,1,3,3,1,17.0,1,3,2,3,1,8,8,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0.8999999100000091,0.9090908264462886,0
24,0,4401,1,5,5,3,3,1,3,4,3,3,0,16.0,1,1,9,3,1,0,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.599999880000024,0.8333331944444675,-1
41,0,9241,1,10,10,8,4,3,3,2,3,3,0,12.0,0,3,6,3,1,8,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.7999999200000081,0.9090908264462886,0
29,1,2974,9,9,5,3,4,1,3,3,3,3,0,17.0,1,2,9,4,1,1,2,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0.599999880000024,0.3571428316326549,0
36,1,4502,3,17,13,7,3,2,4,3,2,3,0,15.0,0,2,2,4,1,6,7,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.5384614970414233,0.8124999492187531,0
45,0,10748,3,25,23,15,3,3,3,4,2,4,0,23.0,1,3,1,1,0,14,4,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0.6521738846880919,0.8846153505917173,2
24,0,1555,1,1,1,0,4,1,3,3,3,3,0,11.0,1,2,22,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0.0,0.499999750000125,2
47,0,12936,7,25,23,5,3,4,3,3,1,3,0,11.0,0,3,9,3,2,14,10,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0.21739129489603065,0.7666666411111119,2
26,0,2305,1,3,3,2,4,1,3,3,4,3,0,15.0,3,3,17,4,1,0,2,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0.6666664444445185,0.7499998125000469,2
45,1,16704,1,21,21,6,4,4,2,3,3,3,0,11.0,0,2,28,2,1,8,6,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.28571427210884415,0.9545454111570267,1
32,0,3433,6,10,5,2,1,1,3,1,2,3,0,13.0,1,3,10,3,2,1,3,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.399999920000016,0.4545454132231443,0
31,0,3477,1,6,5,2,2,1,3,4,4,3,0,14.0,1,2,2,4,1,0,3,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0.399999920000016,0.8333331944444675,0
41,0,6430,6,10,3,2,3,2,2,2,3,3,0,19.0,1,4,4,3,0,1,2,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0.6666664444445185,0.33333329629630043,2
40,1,6516,2,18,1,0,2,2,1,2,3,3,1,16.0,1,3,8,2,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0.0,0.33333322222225925,0
24,0,3907,1,6,6,2,2,1,1,2,4,3,0,13.0,3,2,29,1,1,1,2,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.33333327777778704,0.857142734693895,0
46,0,5562,6,19,10,7,3,2,2,4,3,3,0,14.0,0,3,13,4,1,0,9,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.699999930000007,0.6249999609375024,0
35,0,6883,2,17,7,7,4,2,3,2,3,3,0,16.0,1,3,27,4,1,0,7,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0.9999998571428775,0.7777776913580343,0
30,0,2862,1,10,10,0,2,1,4,2,2,3,0,12.0,1,2,16,1,1,0,8,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.9090908264462886,0
47,0,4978,7,4,1,0,3,2,2,4,1,3,0,11.0,1,3,2,4,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.12499998437500197,0
46,0,10368,4,13,10,6,3,3,4,2,2,3,1,12.0,1,5,2,3,1,0,3,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.599999940000006,0.7142856632653098,0
36,0,6134,5,16,2,2,2,2,1,2,3,3,1,13.0,3,3,13,5,1,2,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.99999950000025,0.285714244897965,1
32,0,6735,6,10,0,0,1,2,2,2,3,3,0,15.0,0,2,1,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,2
23,1,3295,1,3,3,2,3,1,2,3,1,3,0,13.0,0,3,4,1,1,1,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.6666664444445185,0.7499998125000469,0
